dir,entry_time,entry,stop,target,exit_time,exit,lots,pnl,R,reason,bars
SHORT,2018-09-28,1183.34,1204.33,1138.9,2018-10-02,1204.33,0.05,-106.8,-1.02,stop,1
SHORT,2018-11-12,1209.41,1229.52,1168.93,2018-11-21,1229.52,0.06,-122.86,-1.02,stop,6
LONG,2018-12-10,1250.4,1231.9,1281.44,2018-12-28,1281.44,0.06,184.02,1.66,target,12
LONG,2018-12-31,1279.92,1268.53,1304.7,2019-01-29,1304.7,0.1,244.12,2.14,target,19
LONG,2019-01-30,1311.51,1297.41,1340.16,2019-02-19,1340.16,0.08,226.21,2.01,target,13
LONG,2019-02-20,1339.91,1317.31,1388.85,2019-02-27,1317.31,0.05,-114.83,-1.02,stop,4
LONG,2019-05-14,1300.59,1276.44,1346.49,2019-05-17,1276.44,0.05,-122.6,-1.02,stop,2
LONG,2019-06-03,1306.59,1282.72,1349.94,2019-06-14,1349.94,0.05,214.9,1.8,target,8
LONG,2019-06-20,1359.47,1334.59,1409.75,2019-06-21,1409.75,0.05,249.53,2.01,target,0
LONG,2019-06-21,1387.4,1350.11,1464.82,2019-08-05,1464.82,0.03,231.16,2.07,target,30
LONG,2019-08-06,1467.57,1425.89,1539.37,2019-08-26,1539.37,0.03,214.29,1.71,target,13
LONG,2019-12-26,1503.27,1478.26,1540.45,2020-01-03,1540.45,0.05,184.04,1.47,target,4
LONG,2020-01-03,1528.25,1512.62,1561.08,2020-01-06,1561.08,0.08,259.65,2.08,target,0
LONG,2020-01-06,1575.89,1521.6,1611.13,2020-01-08,1611.13,0.02,69.74,0.64,target,1
LONG,2020-01-13,1559.55,1536.82,1611.64,2020-01-14,1536.82,0.06,-138.61,-1.02,stop,0
LONG,2020-02-19,1601.17,1575.68,1652.69,2020-02-24,1652.69,0.05,255.76,2.01,target,2
LONG,2020-02-24,1659.37,1610.72,1709.75,2020-02-28,1610.72,0.02,-98.04,-1.01,stop,3
LONG,2020-04-13,1677.47,1622.52,1805.64,2020-07-07,1785.22,0.02,214.76,1.95,time,60
LONG,2020-07-08,1795.13,1762.69,1858.42,2020-07-22,1858.42,0.04,251.69,1.94,target,9
LONG,2020-07-22,1840.95,1805.51,1913.42,2020-07-27,1913.42,0.04,288.4,2.03,target,2
LONG,2020-07-27,1902.64,1870.2,1964.48,2020-07-28,1964.48,0.04,245.89,1.9,target,0
LONG,2020-07-28,1943.28,1890.67,2041.53,2020-08-05,2041.53,0.02,195.76,1.86,target,5
LONG,2020-08-05,2021.19,1951.66,2152.26,2020-08-11,1951.66,0.02,-139.79,-1.01,stop,3
LONG,2020-11-06,1946.29,1888.25,2071.02,2020-11-09,1888.25,0.02,-116.83,-1.01,stop,0
SHORT,2020-11-30,1789.31,1828.5,1703.28,2020-12-02,1828.5,0.03,-118.68,-1.01,stop,1
LONG,2020-12-18,1884.71,1847.89,1962.34,2021-01-08,1847.89,0.03,-111.57,-1.01,stop,12
SHORT,2021-02-05,1795.17,1849.35,1680.65,2021-02-10,1849.35,0.02,-109.11,-1.01,stop,2
SHORT,2021-02-18,1776.95,1808.51,1713.08,2021-02-22,1808.51,0.04,-127.71,-1.01,stop,1
SHORT,2021-03-01,1737.79,1790.75,1620.02,2021-04-21,1790.75,0.02,-106.66,-1.01,stop,35
LONG,2021-04-22,1793.95,1764.51,1852.74,2021-04-28,1764.51,0.04,-119.25,-1.01,stop,3
LONG,2021-05-07,1814.64,1770.26,1905.14,2021-05-26,1905.14,0.03,270.39,2.03,target,12
LONG,2021-05-26,1898.77,1861.19,1975.16,2021-06-04,1861.19,0.03,-113.84,-1.01,stop,6
SHORT,2021-06-17,1813.54,1876.05,1678.54,2021-09-10,1793.87,0.02,38.6,0.31,time,60
SHORT,2021-09-17,1753.57,1807.35,1643.45,2021-10-22,1807.35,0.02,-108.31,-1.01,stop,24
LONG,2021-11-08,1815.69,1773.72,1906.07,2021-11-30,1773.72,0.03,-127.01,-1.01,stop,15
SHORT,2021-12-03,1769.67,1795.54,1714.13,2021-12-16,1795.54,0.05,-131.18,-1.01,stop,8
LONG,2022-01-03,1830.63,1804.93,1873.99,2022-01-04,1804.93,0.05,-130.35,-1.01,stop,0
LONG,2022-01-20,1840.2,1800.79,1920.3,2022-01-27,1800.79,0.03,-119.33,-1.01,stop,4
LONG,2022-02-14,1855.86,1810.88,1955.18,2022-02-24,1955.18,0.03,296.85,2.2,target,7
LONG,2022-03-08,1997.23,1945.44,2100.84,2022-03-15,1945.44,0.02,-104.32,-1.01,stop,4
SHORT,2022-05-11,1838.98,1880.05,1754.63,2022-07-06,1754.63,0.03,251.95,2.05,target,39
SHORT,2022-07-06,1766.12,1824.36,1645.03,2022-09-23,1645.03,0.02,241.44,2.07,target,56
SHORT,2022-09-26,1643.9,1688.29,1558.03,2022-10-03,1688.29,0.03,-134.28,-1.01,stop,4
LONG,2022-11-14,1763.34,1732.5,1845.45,2022-11-23,1732.5,0.04,-124.84,-1.01,stop,6
LONG,2022-12-02,1802.12,1756.48,1895.61,2023-01-12,1895.61,0.03,279.37,2.04,target,26
LONG,2023-01-13,1895.74,1862.79,1964.67,2023-02-03,1862.79,0.04,-133.29,-1.01,stop,14
LONG,2023-03-16,1919.3,1872.56,2008.91,2023-03-20,2008.91,0.03,267.73,1.91,target,1
LONG,2023-03-20,1986.7,1903.53,2157.45,2023-06-14,1943.21,0.01,-43.86,-0.53,time,60
LONG,2023-07-19,1978.93,1944.35,2047.49,2023-07-27,1944.35,0.04,-139.81,-1.01,stop,5
SHORT,2023-08-15,1907.17,1925.31,1871.64,2023-08-28,1925.31,0.07,-129.56,-1.02,stop,8
SHORT,2023-09-27,1900.58,1924.07,1853.59,2023-09-29,1853.59,0.06,279.72,1.98,target,1
SHORT,2023-09-29,1865.15,1887.67,1819.07,2023-10-03,1819.07,0.06,274.29,2.03,target,1
SHORT,2023-10-03,1828.97,1857.79,1767.72,2023-10-09,1857.79,0.05,-145.97,-1.01,stop,3
LONG,2023-10-19,1947.76,1911.84,2019.18,2023-11-28,2019.18,0.04,284.19,1.98,target,27
LONG,2023-11-28,2013.84,1990.0,2062.55,2023-12-01,2062.55,0.06,290.03,2.03,target,2
