dir,entry_time,entry,stop,target,exit_time,exit,lots,pnl,R,reason,bars
SHORT,2004-09-13 14:00:00,399.6,401.74,395.32,2004-09-13 17:00:00,401.74,0.42,-105.37,-1.17,stop,2
LONG,2004-09-16 13:00:00,404.3,402.87,408.07,2004-09-16 15:00:00,402.87,0.62,-111.85,-1.26,stop,1
LONG,2004-09-17 16:00:00,405.8,402.47,412.47,2004-09-22 09:00:00,407.8,0.26,42.38,0.49,time,60
LONG,2004-09-22 18:00:00,406.0,402.86,413.79,2004-09-27 11:00:00,407.8,0.28,40.04,0.45,time,60
LONG,2004-09-27 12:00:00,407.8,406.36,411.29,2004-09-28 13:00:00,411.29,0.62,193.42,2.16,target,21
LONG,2004-09-29 14:00:00,411.3,409.81,413.98,2004-09-30 13:00:00,413.98,0.61,141.11,1.55,target,21
LONG,2004-09-30 14:00:00,414.3,409.93,422.75,2004-10-05 12:00:00,413.8,0.21,-18.27,-0.2,time,60
LONG,2004-10-05 15:00:00,415.1,412.08,420.83,2004-10-08 14:00:00,420.83,0.3,160.91,1.78,target,60
LONG,2004-10-08 15:00:00,422.3,416.19,434.52,2004-10-12 14:00:00,416.19,0.15,-97.19,-1.06,stop,38
SHORT,2004-10-14 03:00:00,414.3,416.69,409.53,2004-10-14 06:00:00,416.69,0.39,-107.52,-1.16,stop,2
SHORT,2004-10-14 08:00:00,415.2,417.34,410.62,2004-10-14 14:00:00,417.34,0.43,-108.03,-1.17,stop,5
LONG,2004-10-18 15:00:00,419.1,417.36,422.27,2004-10-18 18:00:00,417.36,0.52,-109.58,-1.21,stop,2
LONG,2004-10-19 15:00:00,416.8,413.93,423.15,2004-10-20 12:00:00,423.15,0.31,185.29,2.08,target,18
LONG,2004-10-22 13:00:00,422.8,421.62,424.86,2004-10-22 14:00:00,421.62,0.78,-120.74,-1.31,stop,0
LONG,2004-10-22 18:00:00,424.2,420.98,430.34,2004-10-27 17:00:00,426.2,0.28,45.64,0.51,time,60
LONG,2004-10-28 18:00:00,425.3,419.62,436.67,2004-11-02 13:00:00,425.1,0.16,-9.12,-0.1,time,60
LONG,2004-11-05 16:00:00,429.7,423.74,441.32,2004-11-10 14:00:00,436.8,0.15,100.95,1.13,time,60
LONG,2004-11-10 18:00:00,434.8,431.35,441.69,2004-11-15 18:00:00,435.7,0.26,13.78,0.15,time,60
LONG,2004-11-15 22:00:00,435.8,434.69,439.51,2004-11-16 16:00:00,439.51,0.83,277.29,3.02,target,16
LONG,2004-11-18 20:00:00,442.5,439.07,448.76,2004-11-23 13:00:00,448.76,0.27,158.97,1.72,target,56
LONG,2004-11-24 01:00:00,446.8,446.11,449.08,2004-11-24 12:00:00,449.08,1.4,268.06,2.77,target,10
LONG,2004-11-29 16:00:00,451.3,448.47,456.37,2004-11-30 17:00:00,448.47,0.35,-112.16,-1.13,stop,23
LONG,2004-12-01 05:00:00,451.1,447.01,459.88,2004-12-02 17:00:00,447.01,0.24,-107.01,-1.09,stop,34
LONG,2004-12-06 19:00:00,454.0,449.81,462.68,2004-12-07 21:00:00,449.81,0.23,-104.9,-1.09,stop,24
SHORT,2004-12-13 12:00:00,435.8,438.17,431.07,2004-12-13 17:00:00,438.17,0.4,-109.45,-1.16,stop,4
SHORT,2004-12-14 17:00:00,436.2,439.59,429.11,2004-12-15 14:00:00,439.59,0.28,-105.39,-1.11,stop,19
SHORT,2004-12-16 17:00:00,438.3,442.36,430.77,2004-12-20 14:00:00,442.36,0.23,-102.0,-1.09,stop,41
LONG,2004-12-21 12:00:00,442.0,440.22,444.96,2004-12-21 15:00:00,440.22,0.52,-111.77,-1.21,stop,2
LONG,2004-12-22 08:00:00,441.3,440.52,442.55,2004-12-22 11:00:00,442.55,1.18,104.29,1.14,target,2
LONG,2004-12-23 09:00:00,441.1,438.9,446.11,2004-12-29 15:00:00,438.9,0.42,-108.13,-1.17,stop,55
SHORT,2005-01-05 19:00:00,426.0,428.62,420.17,2005-01-06 18:00:00,420.17,0.35,191.2,2.09,target,20
SHORT,2005-01-10 14:00:00,419.8,421.78,416.75,2005-01-11 07:00:00,421.78,0.47,-110.26,-1.19,stop,15
SHORT,2005-01-12 10:00:00,421.2,423.17,416.96,2005-01-12 14:00:00,423.17,0.47,-109.93,-1.19,stop,3
SHORT,2005-01-13 15:00:00,423.8,426.71,417.68,2005-01-19 11:00:00,423.3,0.31,4.03,0.04,time,60
SHORT,2005-01-19 18:00:00,423.0,427.13,414.15,2005-01-21 18:00:00,427.13,0.22,-98.94,-1.09,stop,45
LONG,2005-01-25 13:00:00,426.0,425.18,428.24,2005-01-25 14:00:00,425.18,1.1,-131.15,-1.45,stop,0
SHORT,2005-01-26 14:00:00,423.0,423.95,421.1,2005-01-26 15:00:00,423.95,0.94,-124.07,-1.39,stop,0
LONG,2005-01-28 14:00:00,426.0,424.89,428.51,2005-01-28 16:00:00,424.89,0.79,-116.68,-1.33,stop,1
LONG,2005-01-28 21:00:00,426.3,423.04,432.82,2005-01-31 05:00:00,423.04,0.26,-94.42,-1.11,stop,5
SHORT,2005-02-02 12:00:00,421.1,422.65,418.0,2005-02-03 13:00:00,418.0,0.55,150.15,1.76,target,23
SHORT,2005-02-04 15:00:00,415.3,417.76,410.07,2005-02-09 08:00:00,412.6,0.35,81.55,0.95,time,60
SHORT,2005-02-09 10:00:00,412.3,413.65,410.19,2005-02-09 15:00:00,410.19,0.65,112.86,1.28,target,4
SHORT,2005-02-10 13:00:00,412.8,414.62,409.15,2005-02-10 15:00:00,414.62,0.49,-107.55,-1.2,stop,1
LONG,2005-02-16 15:00:00,423.8,421.78,428.43,2005-02-16 16:00:00,421.78,0.43,-102.6,-1.18,stop,0
LONG,2005-02-16 18:00:00,423.7,421.11,428.59,2005-02-22 08:00:00,428.59,0.33,149.09,1.74,target,46
LONG,2005-02-23 18:00:00,433.3,430.7,439.1,2005-02-25 12:00:00,430.7,0.34,-100.95,-1.14,stop,39
LONG,2005-02-25 15:00:00,434.2,430.13,442.63,2005-03-02 08:00:00,431.2,0.21,-70.77,-0.83,time,60
LONG,2005-03-02 19:00:00,432.8,427.81,442.78,2005-03-07 12:00:00,433.3,0.17,2.21,0.03,time,60
LONG,2005-03-07 17:00:00,433.6,431.42,437.05,2005-03-08 15:00:00,437.05,0.4,123.26,1.42,target,20
LONG,2005-03-10 15:00:00,441.0,439.06,445.18,2005-03-11 17:00:00,445.18,0.45,171.49,1.96,target,24
LONG,2005-03-14 13:00:00,442.7,441.39,445.61,2005-03-14 15:00:00,441.39,0.69,-115.66,-1.28,stop,1
LONG,2005-03-15 11:00:00,441.6,439.41,445.09,2005-03-15 15:00:00,439.41,0.4,-102.58,-1.17,stop,3
LONG,2005-03-15 15:00:00,443.8,439.39,452.32,2005-03-16 03:00:00,439.39,0.19,-90.83,-1.08,stop,9
LONG,2005-03-16 09:00:00,441.2,438.92,446.06,2005-03-17 15:00:00,438.92,0.38,-100.61,-1.16,stop,27
SHORT,2005-03-29 16:00:00,425.8,427.66,422.09,2005-03-31 13:00:00,427.66,0.46,-102.45,-1.2,stop,42
SHORT,2005-04-01 17:00:00,425.3,428.81,418.27,2005-04-06 10:00:00,425.3,0.24,-8.88,-0.11,time,60
SHORT,2005-04-07 20:00:00,425.8,428.6,419.3,2005-04-11 13:00:00,428.6,0.3,-95.04,-1.13,stop,37
LONG,2005-04-12 21:00:00,427.5,425.11,433.19,2005-04-14 14:00:00,425.11,0.35,-96.75,-1.15,stop,38
SHORT,2005-04-15 20:00:00,424.0,425.88,419.65,2005-04-18 15:00:00,425.88,0.44,-98.87,-1.2,stop,16
LONG,2005-04-21 15:00:00,432.8,431.21,438.07,2005-04-21 18:00:00,431.21,0.51,-99.77,-1.23,stop,2
LONG,2005-04-22 05:00:00,431.6,430.68,434.65,2005-04-22 16:00:00,434.65,0.87,232.91,2.9,target,10
LONG,2005-04-22 22:00:00,433.7,432.2,438.21,2005-04-25 12:00:00,432.2,0.55,-103.02,-1.25,stop,11
LONG,2005-04-25 15:00:00,433.3,431.2,437.19,2005-04-26 19:00:00,437.19,0.39,137.41,1.68,target,26
LONG,2005-04-27 15:00:00,435.6,432.59,441.63,2005-04-27 16:00:00,432.59,0.27,-91.39,-1.12,stop,0
LONG,2005-04-29 16:00:00,435.3,430.09,446.61,2005-05-02 16:00:00,430.09,0.15,-83.65,-1.07,stop,21
SHORT,2005-05-05 17:00:00,428.2,431.36,422.17,2005-05-10 10:00:00,425.5,0.25,58.25,0.74,time,60
SHORT,2005-05-10 10:00:00,425.5,426.8,422.3,2005-05-10 15:00:00,426.8,0.63,-105.27,-1.28,stop,4
SHORT,2005-05-10 22:00:00,425.8,427.82,421.76,2005-05-11 18:00:00,427.82,0.4,-95.62,-1.18,stop,18
SHORT,2005-05-12 02:00:00,426.3,428.39,422.11,2005-05-12 18:00:00,422.11,0.38,145.06,1.82,target,15
SHORT,2005-05-17 09:00:00,419.3,420.77,416.96,2005-05-17 17:00:00,420.77,0.55,-101.18,-1.25,stop,7
SHORT,2005-05-17 20:00:00,419.5,421.32,414.66,2005-05-19 02:00:00,421.32,0.44,-96.44,-1.2,stop,27
SHORT,2005-05-20 03:00:00,420.1,421.13,417.74,2005-05-20 16:00:00,417.74,0.77,153.06,1.93,target,12
SHORT,2005-05-24 17:00:00,416.8,419.28,411.84,2005-05-26 02:00:00,419.28,0.32,-91.23,-1.15,stop,30
SHORT,2005-05-26 21:00:00,416.8,418.83,412.75,2005-05-27 17:00:00,418.83,0.39,-93.49,-1.18,stop,18
SHORT,2005-06-01 02:00:00,416.3,417.76,413.37,2005-06-02 14:00:00,417.76,0.54,-99.02,-1.25,stop,29
LONG,2005-06-07 18:00:00,425.1,423.46,428.68,2005-06-08 20:00:00,423.46,0.48,-96.37,-1.23,stop,24
LONG,2005-06-09 19:00:00,424.3,420.2,431.91,2005-06-14 13:00:00,426.2,0.18,27.54,0.37,time,60
LONG,2005-06-14 15:00:00,426.6,425.74,428.63,2005-06-15 02:00:00,425.74,0.9,-111.13,-1.43,stop,9
LONG,2005-06-15 10:00:00,426.7,425.22,429.37,2005-06-15 18:00:00,429.37,0.51,117.25,1.55,target,7
LONG,2005-06-21 18:00:00,436.8,433.16,443.77,2005-06-24 10:00:00,442.6,0.21,114.03,1.49,time,60
LONG,2005-06-24 20:00:00,439.8,437.29,446.33,2005-06-28 10:00:00,437.29,0.31,-89.39,-1.15,stop,33
LONG,2005-06-29 18:00:00,437.2,433.44,444.42,2005-07-01 09:00:00,433.44,0.2,-82.62,-1.1,stop,36
SHORT,2005-07-01 16:00:00,433.1,436.59,426.41,2005-07-01 17:00:00,426.41,0.22,139.0,1.81,target,0
SHORT,2005-07-08 17:00:00,422.6,424.92,418.56,2005-07-11 08:00:00,424.92,0.34,-91.48,-1.16,stop,10
SHORT,2005-07-11 15:00:00,423.6,425.52,420.06,2005-07-11 17:00:00,425.52,0.4,-91.57,-1.19,stop,1
SHORT,2005-07-12 18:00:00,425.3,427.47,420.97,2005-07-14 17:00:00,420.97,0.35,138.77,1.83,target,43
SHORT,2005-07-14 18:00:00,420.1,424.54,411.83,2005-07-19 12:00:00,419.3,0.17,7.31,0.1,time,60
SHORT,2005-07-20 09:00:00,420.3,421.06,418.17,2005-07-20 14:00:00,421.06,1.02,-115.68,-1.48,stop,4
LONG,2005-07-25 11:00:00,424.7,423.5,426.51,2005-07-26 13:00:00,423.5,0.64,-100.77,-1.31,stop,24
LONG,2005-08-03 09:00:00,431.3,430.8,432.89,2005-08-03 11:00:00,432.89,1.53,187.41,2.46,target,1
LONG,2005-08-08 07:00:00,436.8,436.33,437.74,2005-08-08 08:00:00,436.33,1.66,-139.46,-1.79,stop,0
LONG,2005-08-08 10:00:00,436.5,435.32,439.16,2005-08-08 15:00:00,435.32,0.65,-100.79,-1.31,stop,4
LONG,2005-08-10 11:00:00,435.5,433.75,438.4,2005-08-11 14:00:00,438.4,0.43,108.58,1.44,target,25
LONG,2005-08-15 15:00:00,444.3,441.36,449.88,2005-08-15 17:00:00,441.36,0.26,-86.05,-1.13,stop,1
LONG,2005-08-16 16:00:00,443.2,439.61,449.18,2005-08-17 17:00:00,439.61,0.21,-83.13,-1.1,stop,23
LONG,2005-08-18 17:00:00,441.5,436.95,450.0,2005-08-19 09:00:00,436.95,0.16,-78.7,-1.08,stop,14
SHORT,2005-08-22 19:00:00,437.7,440.7,431.99,2005-08-25 12:00:00,439.3,0.24,-47.28,-0.66,time,60
SHORT,2005-08-25 19:00:00,437.3,439.92,432.65,2005-08-29 05:00:00,439.92,0.28,-83.85,-1.14,stop,28
LONG,2005-09-07 15:00:00,445.2,442.23,450.83,2005-09-12 02:00:00,450.83,0.24,126.25,1.77,target,54
LONG,2005-09-12 14:00:00,448.0,446.88,450.84,2005-09-12 15:00:00,446.88,0.66,-98.29,-1.33,stop,0
LONG,2005-09-12 18:00:00,449.3,446.05,455.5,2005-09-13 15:00:00,446.05,0.22,-79.67,-1.11,stop,19
LONG,2005-09-13 15:00:00,448.8,446.73,452.94,2005-09-13 16:00:00,446.73,0.35,-85.44,-1.18,stop,0
LONG,2005-09-14 11:00:00,447.1,445.74,450.42,2005-09-15 13:00:00,450.42,0.52,153.22,2.17,target,24
LONG,2005-09-21 01:00:00,465.1,462.6,467.1,2005-09-21 02:00:00,467.1,0.29,47.26,0.65,target,0
LONG,2005-09-21 06:00:00,465.1,462.59,469.22,2005-09-21 14:00:00,469.22,0.29,108.79,1.49,target,7
LONG,2005-09-26 18:00:00,464.0,457.93,476.44,2005-09-27 17:00:00,457.93,0.12,-77.26,-1.06,stop,21
LONG,2005-09-28 14:00:00,463.5,460.27,469.37,2005-09-28 19:00:00,469.37,0.22,120.95,1.7,target,4
LONG,2005-10-04 13:00:00,468.0,465.36,472.69,2005-10-04 16:00:00,465.36,0.28,-84.35,-1.14,stop,2
LONG,2005-10-06 07:00:00,466.3,463.64,471.62,2005-10-06 15:00:00,471.62,0.28,138.58,1.86,target,7
LONG,2005-10-06 16:00:00,471.5,464.46,485.89,2005-10-11 14:00:00,474.7,0.1,28.3,0.4,time,60
LONG,2005-10-11 15:00:00,475.5,473.77,478.37,2005-10-12 09:00:00,478.37,0.43,107.45,1.44,target,16
LONG,2005-10-17 15:00:00,474.6,470.13,483.84,2005-10-19 02:00:00,470.13,0.17,-82.32,-1.08,stop,32
