dir,entry_time,entry,stop,target,exit_time,exit,lots,pnl,R,reason,bars
SHORT,2013-01-25 16:00:00,1661.85,1674.32,1636.94,2013-01-30 12:00:00,1674.32,0.13,-166.89,-1.03,stop,16
LONG,2013-02-05 16:00:00,1683.08,1669.95,1709.29,2013-02-06 08:00:00,1669.95,0.12,-162.05,-1.03,stop,3
SHORT,2013-02-11 12:00:00,1662.63,1672.4,1643.11,2013-02-12 00:00:00,1643.11,0.17,325.54,1.96,target,2
SHORT,2013-02-14 20:00:00,1634.47,1653.34,1596.61,2013-02-20 12:00:00,1596.61,0.09,337.38,1.99,target,21
SHORT,2013-02-20 16:00:00,1592.74,1607.66,1562.99,2013-02-20 20:00:00,1562.99,0.11,323.19,1.97,target,0
SHORT,2013-02-20 20:00:00,1579.9,1597.24,1545.22,2013-02-26 00:00:00,1597.24,0.1,-177.09,-1.02,stop,18
SHORT,2013-02-28 20:00:00,1581.35,1601.71,1540.62,2013-03-15 00:00:00,1590.66,0.08,-77.44,-0.48,time,60
LONG,2013-03-19 20:00:00,1612.55,1600.79,1636.08,2013-03-25 12:00:00,1600.79,0.14,-169.86,-1.03,stop,21
SHORT,2013-03-25 16:00:00,1595.82,1607.16,1573.05,2013-03-27 16:00:00,1607.16,0.15,-175.69,-1.03,stop,11
SHORT,2013-04-02 16:00:00,1585.35,1602.78,1550.48,2013-04-03 20:00:00,1550.48,0.09,310.49,1.98,target,6
SHORT,2013-04-03 20:00:00,1560.23,1580.4,1519.89,2013-04-05 20:00:00,1580.4,0.08,-164.34,-1.02,stop,11
SHORT,2013-04-11 04:00:00,1555.33,1562.78,1540.44,2013-04-11 16:00:00,1562.78,0.23,-179.78,-1.05,stop,2
SHORT,2013-04-12 16:00:00,1537.8,1561.55,1490.24,2013-04-12 20:00:00,1490.24,0.07,330.36,1.99,target,0
SHORT,2013-04-12 20:00:00,1506.1,1544.93,1428.44,2013-04-15 04:00:00,1428.44,0.04,309.18,1.99,target,1
SHORT,2013-04-15 08:00:00,1447.12,1493.75,1353.85,2013-04-15 20:00:00,1353.85,0.03,278.69,1.99,target,2
SHORT,2013-04-15 20:00:00,1371.01,1434.76,1243.35,2013-04-22 12:00:00,1434.76,0.02,-128.25,-1.01,stop,27
SHORT,2013-05-01 20:00:00,1445.37,1466.76,1402.64,2013-05-02 12:00:00,1466.76,0.08,-174.11,-1.02,stop,3
SHORT,2013-05-10 16:00:00,1435.88,1456.59,1394.49,2013-05-15 16:00:00,1394.49,0.08,328.13,1.98,target,17
SHORT,2013-05-15 20:00:00,1395.68,1422.65,1341.75,2013-05-20 00:00:00,1341.75,0.06,321.37,1.99,target,12
SHORT,2013-05-20 00:00:00,1364.59,1375.49,1325.69,2013-05-20 16:00:00,1375.49,0.16,-180.33,-1.03,stop,3
SHORT,2013-06-07 20:00:00,1382.77,1403.6,1341.06,2013-06-20 00:00:00,1341.06,0.08,330.72,1.99,target,48
SHORT,2013-06-20 00:00:00,1350.93,1380.64,1291.81,2013-06-20 12:00:00,1291.81,0.06,352.49,1.98,target,2
SHORT,2013-06-20 12:00:00,1311.65,1350.83,1233.31,2013-06-26 08:00:00,1233.31,0.04,311.86,1.99,target,22
SHORT,2013-06-26 08:00:00,1252.34,1282.38,1192.26,2013-06-28 00:00:00,1192.26,0.06,358.28,1.99,target,9
SHORT,2013-06-28 00:00:00,1202.43,1234.31,1132.25,2013-06-28 20:00:00,1234.31,0.06,-193.49,-1.01,stop,4
SHORT,2013-07-05 12:00:00,1235.33,1250.07,1205.88,2013-07-09 04:00:00,1250.07,0.13,-196.43,-1.03,stop,9
LONG,2013-07-22 04:00:00,1312.67,1292.07,1353.81,2013-08-02 04:00:00,1292.07,0.09,-188.73,-1.02,stop,53
SHORT,2013-08-02 08:00:00,1293.86,1314.48,1252.47,2013-08-02 12:00:00,1314.48,0.09,-188.89,-1.02,stop,0
SHORT,2013-08-02 12:00:00,1288.84,1300.12,1266.31,2013-08-02 16:00:00,1300.12,0.16,-186.41,-1.03,stop,0
SHORT,2013-08-07 04:00:00,1276.97,1288.48,1253.88,2013-08-07 16:00:00,1288.48,0.16,-190.16,-1.03,stop,2
LONG,2013-08-12 04:00:00,1326.74,1311.68,1356.83,2013-08-15 16:00:00,1356.83,0.12,356.58,1.97,target,20
