dir,entry_time,entry,stop,target,exit_time,exit,lots,pnl,R,reason,bars
SHORT,2019-10-01 16:00:00,1464.43,1485.05,,2019-10-02 16:00:00,1500.25,0.06,-217.17,-1.76,stop,5
LONG,2019-10-04 12:00:00,1508.7,1488.69,,2019-10-10 16:00:00,1492.52,0.06,-99.3,-0.83,stop,24
SHORT,2019-10-14 04:00:00,1485.72,1507.71,,2019-10-24 16:00:00,1498.65,0.05,-66.48,-0.6,stop,50
LONG,2019-10-31 20:00:00,1512.27,1497.69,,2019-11-05 12:00:00,1498.93,0.08,-109.67,-0.94,stop,15
SHORT,2019-11-07 16:00:00,1484.74,1498.86,,2019-11-13 08:00:00,1465.07,0.09,173.66,1.37,stop,21
LONG,2019-12-20 00:00:00,1478.94,1467.91,,2020-01-06 16:00:00,1561.54,0.11,904.53,7.45,stop,55
SHORT,2020-03-17 00:00:00,1511.75,1583.16,,2020-03-17 16:00:00,1553.44,0.01,-42.06,-0.59,stop,3
LONG,2020-03-30 04:00:00,1617.81,1566.37,,2020-04-01 00:00:00,1569.34,0.02,-97.68,-0.95,stop,10
SHORT,2020-09-23 08:00:00,1887.55,1920.29,,2020-09-29 12:00:00,1887.65,0.04,-1.89,-0.01,stop,24
LONG,2020-11-06 12:00:00,1948.31,1917.63,,2020-11-09 12:00:00,1929.38,0.04,-77.2,-0.63,stop,5
SHORT,2020-11-10 20:00:00,1881.88,1921.71,,2020-12-01 08:00:00,1795.15,0.03,259.07,2.17,stop,85
LONG,2020-12-21 04:00:00,1896.58,1870.47,,2020-12-21 12:00:00,1872.96,0.05,-119.94,-0.92,stop,1
SHORT,2021-01-14 08:00:00,1844.42,1880.22,,2021-01-20 08:00:00,1852.03,0.03,-23.95,-0.22,stop,22
LONG,2021-04-16 20:00:00,1779.97,1759.29,,2021-04-23 16:00:00,1773.04,0.06,-43.8,-0.35,stop,28
SHORT,2021-06-18 04:00:00,1779.11,1810.11,,2021-07-01 08:00:00,1777.68,0.04,4.24,0.03,stop,54
LONG,2021-08-04 16:00:00,1827.15,1810.28,,2021-08-05 20:00:00,1806.94,0.08,-164.64,-1.22,signal,6
SHORT,2021-08-05 20:00:00,1806.94,1825.11,,2021-08-09 04:00:00,1718.06,0.07,619.57,4.87,stop,7
LONG,2021-08-30 04:00:00,1820.94,1800.49,,2021-09-07 12:00:00,1812.27,0.06,-54.22,-0.44,stop,36
SHORT,2021-09-16 12:00:00,1784.71,1802.82,,2021-09-20 16:00:00,1766.42,0.07,125.41,0.99,stop,12
LONG,2021-10-20 20:00:00,1786.71,1766.33,,2021-10-22 16:00:00,1783.17,0.07,-27.37,-0.19,stop,10
SHORT,2021-11-30 04:00:00,1788.49,1811.56,,2021-12-08 12:00:00,1792.61,0.06,-26.93,-0.19,stop,37
LONG,2021-12-27 12:00:00,1806.46,1791.61,,2021-12-29 08:00:00,1803.25,0.09,-32.23,-0.24,stop,10
SHORT,2022-02-01 20:00:00,1802.72,1821.72,,2022-02-04 08:00:00,1810.05,0.07,-53.93,-0.41,stop,14
LONG,2022-02-08 20:00:00,1827.43,1810.72,,2022-02-11 08:00:00,1821.69,0.08,-48.85,-0.37,stop,14
SHORT,2022-04-27 04:00:00,1903.92,1929.65,,2022-04-29 04:00:00,1904.07,0.05,-2.6,-0.02,stop,11
LONG,2022-08-09 08:00:00,1786.15,1764.43,,2022-08-15 08:00:00,1782.44,0.06,-24.49,-0.19,stop,23
SHORT,2022-08-19 20:00:00,1749.83,1768.82,,2022-08-23 16:00:00,1750.54,0.07,-7.55,-0.06,stop,10
LONG,2022-11-09 20:00:00,1712.66,1687.76,,2022-11-17 16:00:00,1755.34,0.05,211.56,1.7,stop,34
SHORT,2023-02-15 00:00:00,1853.97,1880.08,,2023-02-28 16:00:00,1826.79,0.05,134.05,1.03,stop,57
LONG,2023-03-14 08:00:00,1904.15,1877.17,,2023-03-20 16:00:00,1965.9,0.05,306.89,2.27,stop,25
SHORT,2023-05-22 20:00:00,1974.57,1998.2,,2023-05-24 12:00:00,1981.81,0.06,-45.64,-0.32,stop,9
LONG,2023-07-17 20:00:00,1954.63,1936.15,,2023-07-20 16:00:00,1966.36,0.07,79.52,0.61,stop,16
SHORT,2023-08-04 04:00:00,1936.66,1954.85,,2023-08-22 12:00:00,1903.39,0.08,263.2,1.81,stop,73
LONG,2023-09-01 20:00:00,1938.17,1922.75,,2023-09-05 12:00:00,1929.01,0.09,-85.81,-0.62,stop,9
SHORT,2023-09-07 16:00:00,1923.28,1936.36,,2023-09-15 08:00:00,1917.42,0.11,60.44,0.42,stop,33
LONG,2023-10-18 12:00:00,1938.43,1916.68,,2023-10-23 00:00:00,1965.59,0.06,160.75,1.23,stop,14
SHORT,2024-01-24 20:00:00,2019.24,2041.4,,2024-01-29 12:00:00,2034.75,0.06,-95.29,-0.72,stop,15
LONG,2024-01-31 04:00:00,2034.66,2013.58,,2024-01-31 20:00:00,2030.81,0.07,-29.52,-0.2,stop,3
SHORT,2024-02-13 00:00:00,2019.73,2038.19,,2024-02-15 16:00:00,2007.46,0.08,95.17,0.64,stop,15
LONG,2024-02-27 12:00:00,2036.61,2020.9,,2024-03-12 12:00:00,2159.75,0.09,1104.9,7.81,stop,59
SHORT,2024-06-11 08:00:00,2303.6,2338.23,,2024-06-20 04:00:00,2340.0,0.04,-147.07,-1.06,stop,40
LONG,2024-06-21 12:00:00,2365.31,2338.61,,2024-06-21 16:00:00,2338.61,0.06,-162.42,-1.01,stop,0
SHORT,2024-06-24 08:00:00,2324.48,2352.85,,2024-06-27 12:00:00,2325.3,0.05,-5.95,-0.04,stop,18
LONG,2024-07-04 04:00:00,2358.61,2333.55,,2024-07-08 16:00:00,2363.9,0.06,29.51,0.2,stop,14
SHORT,2024-11-13 12:00:00,2608.6,2649.34,,2024-11-18 00:00:00,2588.2,0.03,60.08,0.49,stop,14
LONG,2024-12-11 00:00:00,2693.98,2660.45,,2024-12-12 16:00:00,2682.53,0.04,-47.27,-0.35,stop,9
SHORT,2024-12-19 04:00:00,2611.65,2649.12,,2024-12-26 16:00:00,2633.44,0.04,-88.62,-0.59,stop,26
LONG,2025-01-09 16:00:00,2672.55,2644.35,,2025-01-13 12:00:00,2664.27,0.05,-43.26,-0.31,stop,10
SHORT,2025-07-09 16:00:00,3296.27,3337.8,,2025-07-11 12:00:00,3356.68,0.03,-182.35,-1.46,stop,10
LONG,2025-07-11 16:00:00,3355.34,3316.66,,2025-07-15 16:00:00,3327.6,0.04,-112.45,-0.73,stop,11
SHORT,2025-07-31 08:00:00,3298.17,3338.32,,2025-08-01 12:00:00,3329.04,0.03,-93.73,-0.78,stop,6
LONG,2025-08-05 00:00:00,3376.19,3332.4,,2025-08-11 08:00:00,3362.22,0.03,-43.01,-0.33,stop,25
SHORT,2025-08-20 04:00:00,3316.04,3348.85,,2025-08-22 16:00:00,3356.34,0.04,-162.68,-1.24,stop,14
LONG,2025-08-25 16:00:00,3364.49,3333.23,,2025-09-04 04:00:00,3524.59,0.04,638.92,5.11,stop,44
