dir,entry_time,entry,stop,target,exit_time,exit,lots,pnl,R,reason,bars
SHORT,2004-06-14 08:00:00,382.6,385.24,377.32,2004-06-14 14:00:00,385.24,0.37,-111.41,-1.14,stop,5
SHORT,2004-06-15 04:00:00,382.3,385.3,376.91,2004-06-15 15:00:00,385.3,0.33,-111.08,-1.12,stop,10
LONG,2004-06-15 18:00:00,388.1,380.41,404.08,2004-06-17 23:00:00,388.1,0.12,-4.44,-0.05,time,50
LONG,2004-06-21 14:00:00,396.1,391.73,404.54,2004-06-23 19:00:00,394.1,0.22,-52.14,-0.54,time,50
LONG,2004-06-24 01:00:00,394.0,391.76,403.28,2004-06-28 07:00:00,401.6,0.43,310.89,3.23,time,50
LONG,2004-06-28 13:00:00,403.1,400.03,409.84,2004-06-28 18:00:00,400.03,0.32,-110.01,-1.12,stop,4
SHORT,2004-06-29 17:00:00,394.0,400.24,383.32,2004-07-01 22:00:00,395.1,0.15,-22.05,-0.24,time,50
LONG,2004-07-01 22:00:00,395.1,391.91,402.08,2004-07-02 14:00:00,391.91,0.31,-110.37,-1.12,stop,14
SHORT,2004-07-02 14:00:00,393.0,395.48,387.43,2004-07-02 15:00:00,395.48,0.39,-111.28,-1.15,stop,0
LONG,2004-07-06 09:00:00,398.1,390.62,413.05,2004-07-06 16:00:00,390.62,0.12,-94.17,-1.05,stop,6
LONG,2004-07-07 12:00:00,397.3,391.15,409.59,2004-07-09 19:00:00,407.1,0.15,141.45,1.53,time,50
LONG,2004-07-09 19:00:00,407.1,404.47,412.96,2004-07-13 04:00:00,404.47,0.37,-110.92,-1.14,stop,28
SHORT,2004-07-13 18:00:00,400.0,405.42,389.45,2004-07-14 14:00:00,405.42,0.17,-98.51,-1.07,stop,18
LONG,2004-07-14 15:00:00,405.1,401.19,412.92,2004-07-15 15:00:00,401.19,0.24,-102.73,-1.09,stop,22
LONG,2004-07-15 15:00:00,402.8,400.82,411.26,2004-07-19 21:00:00,405.3,0.47,100.11,1.08,time,50
LONG,2004-07-20 09:00:00,405.8,404.38,409.25,2004-07-20 13:00:00,404.38,0.66,-118.41,-1.26,stop,3
SHORT,2004-07-21 13:00:00,398.3,401.84,391.22,2004-07-23 14:00:00,391.22,0.26,174.46,1.9,target,46
SHORT,2004-07-26 17:00:00,389.8,392.68,383.45,2004-07-27 11:00:00,392.68,0.33,-107.15,-1.13,stop,16
SHORT,2004-07-27 18:00:00,386.3,393.87,371.76,2004-07-29 23:00:00,386.8,0.12,-10.44,-0.11,time,50
LONG,2004-08-02 05:00:00,392.6,388.51,399.87,2004-08-03 14:00:00,388.51,0.23,-102.49,-1.09,stop,31
LONG,2004-08-05 07:00:00,392.3,390.64,395.62,2004-08-05 11:00:00,390.64,0.56,-113.56,-1.22,stop,3
SHORT,2004-08-05 14:00:00,390.8,393.45,384.91,2004-08-06 15:00:00,393.45,0.34,-102.52,-1.14,stop,23
LONG,2004-08-06 16:00:00,398.6,390.34,415.73,2004-08-10 22:00:00,397.6,0.11,-15.07,-0.17,time,50
SHORT,2004-08-12 16:00:00,393.3,397.88,384.75,2004-08-13 15:00:00,397.88,0.19,-94.0,-1.08,stop,21
LONG,2004-08-13 15:00:00,395.8,391.2,405.0,2004-08-17 21:00:00,403.8,0.19,144.97,1.66,time,50
LONG,2004-08-19 14:00:00,406.1,402.66,412.97,2004-08-20 16:00:00,412.97,0.26,169.03,1.89,target,24
LONG,2004-08-26 14:00:00,408.3,404.24,416.43,2004-08-26 17:00:00,404.24,0.22,-97.52,-1.09,stop,2
LONG,2004-08-27 08:00:00,407.3,405.05,411.2,2004-08-27 15:00:00,405.05,0.41,-107.38,-1.16,stop,6
SHORT,2004-08-27 18:00:00,403.3,409.17,391.56,2004-08-31 16:00:00,409.17,0.15,-93.61,-1.06,stop,42
SHORT,2004-09-03 03:00:00,404.6,407.31,400.68,2004-09-03 15:00:00,400.68,0.33,116.99,1.31,target,11
SHORT,2004-09-03 17:00:00,399.8,407.0,386.31,2004-09-09 11:00:00,398.6,0.12,9.96,0.12,time,50
SHORT,2004-09-09 16:00:00,397.1,400.9,389.5,2004-09-10 13:00:00,400.9,0.24,-100.07,-1.1,stop,19
LONG,2004-09-14 07:00:00,402.8,401.1,407.1,2004-09-16 13:00:00,404.3,0.53,59.89,0.66,time,50
LONG,2004-09-16 13:00:00,404.3,402.87,408.07,2004-09-16 15:00:00,402.87,0.63,-113.65,-1.26,stop,1
LONG,2004-09-17 14:00:00,404.3,402.55,408.71,2004-09-17 17:00:00,402.55,0.51,-108.28,-1.21,stop,2
LONG,2004-09-21 13:00:00,405.8,403.03,411.34,2004-09-23 16:00:00,411.34,0.32,165.33,1.87,target,48
LONG,2004-09-23 19:00:00,411.3,405.43,423.03,2004-09-28 03:00:00,409.1,0.15,-38.55,-0.44,time,50
LONG,2004-09-28 06:00:00,409.1,407.63,412.04,2004-09-28 14:00:00,412.04,0.61,156.6,1.75,target,7
LONG,2004-09-30 17:00:00,416.0,410.13,428.03,2004-10-05 05:00:00,412.6,0.15,-56.55,-0.64,time,50
LONG,2004-10-05 17:00:00,415.0,412.09,421.13,2004-10-08 06:00:00,417.8,0.31,75.33,0.83,time,50
LONG,2004-10-08 17:00:00,422.3,416.18,434.24,2004-10-12 14:00:00,416.18,0.15,-97.38,-1.06,stop,36
SHORT,2004-10-13 10:00:00,413.6,416.06,408.39,2004-10-13 20:00:00,416.06,0.37,-104.61,-1.15,stop,9
LONG,2004-10-14 06:00:00,415.8,410.76,425.88,2004-10-18 17:00:00,418.6,0.17,41.31,0.48,time,50
LONG,2004-10-20 11:00:00,421.3,418.95,426.91,2004-10-22 16:00:00,422.2,0.38,20.14,0.23,time,50
LONG,2004-10-22 18:00:00,424.2,420.98,430.34,2004-10-27 07:00:00,425.8,0.28,34.44,0.38,time,50
LONG,2004-10-28 18:00:00,425.3,419.62,436.67,2004-11-02 03:00:00,426.3,0.16,10.08,0.11,time,50
LONG,2004-11-03 20:00:00,424.3,419.96,432.38,2004-11-04 15:00:00,432.38,0.2,154.22,1.78,target,16
LONG,2004-11-09 17:00:00,433.6,431.01,438.48,2004-11-12 04:00:00,435.1,0.35,39.55,0.44,time,50
LONG,2004-11-12 09:00:00,435.3,433.45,438.4,2004-11-12 19:00:00,438.4,0.5,136.58,1.48,target,9
LONG,2004-11-15 07:00:00,438.3,434.65,445.0,2004-11-17 12:00:00,442.8,0.25,103.25,1.13,time,50
LONG,2004-11-17 18:00:00,444.6,438.34,456.23,2004-11-22 05:00:00,445.8,0.15,12.45,0.13,time,50
LONG,2004-11-22 13:00:00,447.3,445.22,451.17,2004-11-26 08:00:00,451.17,0.45,157.37,1.68,target,50
LONG,2004-11-26 08:00:00,453.6,446.26,453.88,2004-11-29 18:00:00,453.88,0.13,-1.18,-0.01,target,26
